Albedo	NDVI_StdDev_Antalya	DEM	Aspect	Land_Cover	Precipitation	Slope	Soil_Organic_Carbon	Soil_pH	SoilpH	LST	Clay_Content	SoilTexture	LandUse	Annual_Temperature
187.439024	0.081015	6	0	50	808.753117	0	<Null>	<Null>	73	316.711987	<Null>	4	50	25.291667
183.707317	0.134585	8	0	50	821.668889	0	<Null>	<Null>	72	315.625057	<Null>	7	30	25.291667
179.097561	0.107245	8	180	50	821.668889	1.854334	<Null>	<Null>	73	315.423394	<Null>	7	50	25.489583
181.756098	0.147568	8	337.5193	40	821.668889	3.00854	<Null>	<Null>	73	314.647503	<Null>	7	30	25.489583
166.97561	0.095753	12	0	60	810.17674	0	<Null>	<Null>	71	311.608883	<Null>	7	10	25.489583
191.073171	0.119362	16	157.5145	50	810.17674	3.008643	<Null>	<Null>	71	312.688978	<Null>	7	50	25.489583
163.466667	0.034669	14	308.8513	60	808.753117	1.478211	310.333333	70.666667	72	313.950227	267.666667	7	50	25.291667
182.04878	0.149339	4	180	50	808.753117	0.92741	341.333333	<Null>	74	316.74275	<Null>	4	50	25.291667
176.365854	0.117051	4	128.8544	50	808.753117	1.478112	<Null>	<Null>	73	313.827178	<Null>	4	10	25.291667
156.04878	0.16356	11	231.1531	60	872.97222	2.954745	<Null>	71.333333	73	313.317893	237.333333	7	30	25.464583
165.780488	0.087734	9	0	50	821.668889	1.854334	<Null>	<Null>	71	315.601131	<Null>	7	50	25.464583
155.853659	0.156632	6	180	60	821.668889	0.92741	<Null>	<Null>	70	315.1021	<Null>	7	10	25.464583
153.268293	0.084887	6	308.8549	10	821.668889	1.478099	<Null>	<Null>	68	309.674284	<Null>	7	10	25.464583
184.540541	0.037531	23	0	60	872.97222	3.704792	<Null>	<Null>	77	317.323813	<Null>	7	50	25.464583
142.243243	0.139202	44	180	50	872.97222	1.854334	<Null>	<Null>	76	316.024965	<Null>	7	50	22.683333
139.576923	0.109542	38	180	50	872.97222	2.780288	259.333333	72.333333	74	315.460992	237.333333	4	50	24.302083
177.097561	0.146779	7	0	10	821.668889	0.92741	<Null>	<Null>	70	313.42727	<Null>	7	40	25.489583
194.236842	0.12406	3	180	50	821.668889	1.854334	<Null>	<Null>	73	316.243719	<Null>	7	50	25.489583
146.634146	0.116827	5	308.8524	50	941.519846	1.478176	348	71.333333	71	312.764174	233	7	50	25.208333
133.219512	0.152087	4	128.8573	50	941.519846	1.478023	<Null>	<Null>	69	310.757796	<Null>	7	50	25.314583
170.268293	0.112532	4	270	60	941.519846	1.151317	<Null>	<Null>	75	313.464868	<Null>	4	50	25.208333
110.342857	0.074586	3	180	60	941.519846	2.780288	<Null>	<Null>	70	313.676786	<Null>	7	10	25.314583
132.731707	0.216229	4	231.1422	30	941.519846	1.478004	305	71.333333	70	312.784682	282.333333	7	10	25.314583
185.896552	0.114343	20	211.8277	10	865.67949	2.182205	<Null>	<Null>	71	313.676786	<Null>	7	10	24.302083
138	0.217283	26	180	60	865.67949	1.854334	<Null>	<Null>	73	316.383857	<Null>	7	10	24.302083
181.780488	0.170762	12	328.1751	40	865.67949	2.18214	<Null>	<Null>	71	316.462472	<Null>	7	30	24.302083
155.926829	0.090856	19	157.5184	60	865.67949	3.008559	<Null>	<Null>	71	313.348656	<Null>	7	10	25.464583
155.536585	0.118536	15	328.1715	60	865.67949	2.182224	<Null>	<Null>	71	312.982928	<Null>	7	10	25.464583
215.243902	0.058846	1	0	60	821.668889	0.92741	311	<Null>	74	315.454156	<Null>	7	50	25.497917
188.097561	0.139859	-1	90	50	821.668889	1.151021	<Null>	<Null>	75	314.917527	<Null>	4	50	25.460417
195.55	0.199792	0	180	60	821.668889	0.92741	<Null>	<Null>	73	315.112354	<Null>	7	50	25.497917
168.780488	0.120516	14	270	60	810.17674	2.302008	<Null>	<Null>	71	314.08353	<Null>	7	10	25.489583
183.243902	0.1217	0	308.8575	50	808.753117	2.954062	<Null>	<Null>	73	316.100162	<Null>	4	50	25.460417
238.75	0.164791	-1	51.13866	50	808.753117	1.477892	<Null>	<Null>	75	315.806212	<Null>	4	50	25.460417
199.763158	0.153984	1	298.2436	10	808.753117	3.91381	<Null>	<Null>	74	310.897935	<Null>	4	10	25.114583
217.04878	0.161007	2	51.13587	50	808.753117	2.953642	354	69.666667	75	314.951707	285	4	50	25.114583
188.292683	0.106376	1	51.14275	50	808.753117	1.478023	<Null>	<Null>	73	317.645107	<Null>	4	50	25.460417
182.02439	0.089489	2	128.8602	60	808.753117	1.477927	324.333333	69.666667	74	313.80667	308.666667	4	50	25.460417
187.073171	0.122369	2	0	50	808.753117	0	323.333333	71	76	314.82524	289	4	50	25.460417
183.944444	0.10904	2	180	50	808.753117	0.92741	313	69.666667	75	314.924363	296.666667	4	50	25.460417
191.769231	0.156646	2	0	40	821.668889	0	<Null>	<Null>	73	314.914109	<Null>	7	50	25.497917
193.375	0.157627	4	0	50	821.668889	0	<Null>	<Null>	72	315.912171	<Null>	7	50	25.489583
189.756098	0.111626	3	90	60	821.668889	1.151181	<Null>	<Null>	72	317.556238	<Null>	7	30	25.489583
177.292683	0.040722	10	128.8573	60	865.67949	1.47802	<Null>	<Null>	73	315.727598	<Null>	7	10	25.595833
187.439024	0.088544	6	0	50	808.753117	0	<Null>	71	74	317.067461	256.666667	4	50	25.291667
182.04878	0.10634	0	128.854	50	808.753117	1.478125	<Null>	<Null>	74	316.650463	<Null>	4	50	25.291667
138	0.12818	24	68.06288	50	865.67949	2.4811	<Null>	<Null>	75	315.666073	<Null>	7	50	24.302083
170.512195	0.099712	12	248.0674	10	810.17674	2.481586	<Null>	<Null>	74	314.408242	<Null>	7	10	25.464583
163.560976	0.054587	9	180	50	865.67949	0.92741	<Null>	<Null>	71	311.984866	<Null>	7	10	25.464583
139.292683	0.110393	3	51.14445	50	941.519846	2.95419	<Null>	<Null>	69	314.008334	<Null>	7	50	25.208333
189.926829	0.148588	3	0	50	821.668889	0.92741	<Null>	<Null>	74	315.652401	<Null>	4	50	25.497917
146	0.126509	51	128.8332	50	810.17674	2.95562	<Null>	<Null>	74	314.196325	<Null>	7	50	24.95625
165.794872	0.129287	36	148.1593	50	810.17674	2.182512	<Null>	<Null>	72	314.585979	<Null>	7	50	24.95625
160.25	0.159684	95	111.9203	50	817.222991	2.482905	258	73	76	316.623119	262.333333	7	50	24.620833
160.25	0.102875	105	279.1445	60	817.222991	5.815996	299.333333	72.666667	76	316.093326	248	7	30	24.620833
139.710526	0.120806	117	128.8226	50	817.222991	2.956299	<Null>	73	75	316.021547	259.666667	7	10	24.620833
150.173913	0.100571	83	238.8854	60	817.222991	5.368779	278	<Null>	73	315.194386	<Null>	7	10	24.197917
135.35	0.136745	199	245.3039	60	785.123074	8.809551	284.333333	71.666667	72	313.273459	240.333333	7	50	23.585417
152.038462	0.142681	3	0	50	768.514072	0.92741	352.333333	69.666667	74	314.575725	256.666667	7	50	25.114583
152.931034	0.143174	3	180	50	768.514072	1.854334	299.666667	68.666667	71	313.307639	209.333333	7	50	25.114583
218.097561	0.143505	4	308.8625	50	808.753117	1.477854	342	70.666667	74	313.936555	260.333333	4	50	25.114583
288.414634	0.134726	2	0	50	808.753117	0.92741	315.333333	71	73	313.929719	261	7	50	25.114583
127.525	0.163509	80	15.7601	10	791.828105	20.30658	287	71.333333	74	315.303763	205.666667	7	10	24.6125
203.026316	0.154988	4	90	50	808.753117	1.150919	349.666667	71.333333	74	314.644085	272.666667	4	10	25.114583
146.102564	0.136739	28	248.0579	50	789.442679	2.480567	277	68	70	313.673368	228	7	10	25.114583
218.526316	0.060864	2	0	50	808.753117	0	341.666667	71.333333	74	314.059604	283	4	50	25.114583
134.902439	0.123664	31	180	60	771.02673	1.854334	291.333333	72.666667	74	317.364829	230.666667	7	50	24.795833
134.902439	0.1731	35	270	10	771.02673	1.151353	282.333333	72.333333	74	318.133884	245	7	10	24.795833
132.756098	0.08742	18	180	60	771.02673	2.780288	309	70.666667	73	311.902833	217.333333	7	50	24.3
114.829268	0.160008	235	78.61247	50	787.618549	9.31211	335.666667	71.666667	69	317.238362	233.333333	7	10	24.795833
126.609756	0.11932	31	128.8551	60	787.618549	1.47809	260	72.333333	74	317.494714	218.666667	7	50	24.795833
134.902439	0.170701	29	291.9371	60	787.618549	2.4811	291.333333	72.666667	74	318.321875	232.333333	7	50	24.795833
178.1	0.135314	3	0	50	808.753117	0.92741	337	70.333333	74	314.955125	286.666667	7	50	25.114583
144.925	0.050242	5	180	10	764.068753	2.780288	440.333333	70	72	309.64694	237	7	10	24.595833
136.219512	0.044994	142	348.2921	60	800.645692	5.664656	315	71.333333	72	310.740706	259.333333	7	60	24.595833
131.585366	0.03778	110	352.1329	60	800.645692	16.39116	326.333333	69.666667	72	304.902728	257.333333	7	60	24.391667
163.828571	0.031773	17	211.8709	50	822.707441	2.183227	323.666667	69.666667	72	302.869006	209.666667	7	60	24.595833
132.794872	0.029452	19	162.7313	10	822.707441	7.723066	320.666667	69.333333	70	309.720427	220.666667	7	10	24.595833
123.390244	0.028945	157	80.38741	50	764.068753	21.19454	299.333333	72	71	310.776596	240.666667	7	50	24.595833
144.925	0.039844	4	180	50	764.068753	0.92741	486.333333	70.666667	72	311.311516	238.666667	7	50	24.595833
189.566667	0.046312	10	298.2106	60	764.068753	3.917998	427.666667	69	73	309.322228	203	7	50	24.595833
144.925	0.018425	3	202.5018	60	764.068753	3.008997	430	69.666667	73	309.223106	237.333333	7	60	24.595833
146.902439	0.09763	83	184.7387	60	822.707441	13.69328	332.333333	69.666667	71	305.008687	232.333333	7	10	24.595833
119.864865	0.076529	103	295.1652	50	750.551547	14.92131	289.333333	72	73	311.449946	248.666667	7	50	24.483333
166.129032	0.152188	53	202.4888	10	750.551547	3.008714	331.333333	72.666667	72	309.101766	242.333333	7	30	24.147917
120.317073	0.04378	107	278.3295	50	750.551547	12.59782	475.666667	69	68	309.482875	229	7	50	24.147917
162.707317	0.087447	31	161.2845	60	750.551547	10.64769	328	71	74	304.897601	225.333333	7	10	24.147917
103.902439	0.052175	331	308.8041	50	800.645692	8.810226	304	68	65	293.498505	279.666667	7	50	23.5125
133.390244	0.026248	162	222.9947	30	764.068753	14.87354	297.333333	72	70	307.825135	277.333333	7	60	24.177083
113.365854	0.067832	164	211.8536	30	764.068753	16.95785	331.333333	71.666667	73	307.809754	232	7	60	24.595833
153.487805	0.037486	20	211.8598	50	764.068753	2.182966	334.333333	71	71	311.561031	239	7	60	24.595833
195.414634	0.033595	12	0	50	764.068753	0.92741	357	70	74	310.508281	218.666667	7	50	24.595833
219.75	0.050877	60	164.5702	60	750.551547	8.594488	310.666667	72	76	309.342736	229	7	50	24.147917
167	0.054123	127	245.9008	50	750.551547	21.62591	323	71.333333	74	304.719864	258.666667	7	50	24.147917
217.125	0.07887	48	250.9618	60	750.551547	8.467793	332.666667	72.666667	74	310.166479	243	7	60	24.147917
149.611111	0.034871	71	26.42056	60	750.551547	10.246	313.666667	72	75	308.708694	240	7	60	24.147917
120.317073	0.057603	80	295.7868	60	750.551547	18.51576	471	67.666667	67	310.407449	228.333333	7	60	24.147917
120.317073	0.109009	65	354.5433	60	750.551547	11.93653	470.666667	71.333333	70	309.308556	222	7	10	24.147917
155.714286	0.039732	133	257.6143	50	750.551547	12.75728	325	72	74	302.867297	262.333333	7	50	24.147917
169.777778	0.039601	85	180	50	750.551547	8.2891	311.666667	72	76	311.849854	242	7	50	24.147917
183	0.073425	128	270	60	750.551547	2.302106	322.666667	72	75	311.178213	253.666667	7	60	24.483333
164.8	0.071112	88	175.2678	50	750.551547	13.69315	326	72	75	309.781952	237	7	50	24.483333
104.926829	0.078554	103	20.42938	50	750.551547	9.800706	302.333333	72	73	311.142324	216.333333	7	10	24.483333
144.913043	0.03745	133	237.2044	30	713.035868	13.44648	292.333333	71.666667	74	309.108602	257.333333	7	60	24.483333
192.421053	0.047376	111	241.7684	60	750.551547	11.60302	316.333333	72	74	311.224356	253.666667	7	60	24.483333
132.558824	0.029293	237	254.4229	60	725.184946	28.48151	301.333333	73	74	313.001727	262.333333	7	60	23.970833
142.259259	0.157774	117	262.3559	10	725.184946	6.93845	297.333333	72	74	312.369393	259.333333	7	10	24.483333
193	0.096308	107	171.1766	50	725.184946	7.466238	310.666667	72	76	312.817154	267.333333	7	50	24.483333
163.714286	0.040944	91	167.6398	30	750.551547	15.7337	314	72	75	311.232901	258.333333	7	60	24.483333
102.472222	0.063855	132	63.28145	50	750.551547	10.20513	291.666667	70.666667	71	312.189947	232.333333	7	50	24.483333
104.317073	0.066381	109	301.1307	60	750.551547	10.64005	431	67	67	308.729202	222.333333	7	50	24.483333
151.371429	0.045336	182	25.31302	60	713.035868	20.60874	289.333333	72	74	310.431376	252.666667	7	60	24.483333
163.219512	0.081201	12	258.6091	10	713.035868	4.685648	292.333333	71.333333	76	312.207037	241	7	10	24.416667
200.411765	0.02949	31	90	50	720.417552	1.150648	253	73	78	312.84108	246	7	50	24.416667
162.833333	0.197788	21	308.8681	50	710.186666	1.477675	316.666667	73	74	312.128423	277	7	10	24.416667
148.390244	0.033521	32	148.1845	50	720.417552	2.181918	291.666667	73	76	301.052329	269.333333	7	50	24.566667
147.731707	0.076448	20	285.0349	60	713.035868	3.570787	290.333333	73	74	303.084342	248	7	10	24.416667
136.257143	0.138554	3	180	60	710.186666	0.92741	529	72	77	312.629162	237.666667	7	60	24.416667
118.97561	0.054753	236	193.942	60	713.035868	4.767188	289.666667	70	68	310.525371	232.333333	7	60	24.483333
144.913043	0.040162	119	51.15024	50	713.035868	5.893489	292.333333	71.666667	74	309.643522	257.333333	7	50	24.483333
<Null>	0.081678	49	254.977	50	750.551547	10.61152	342	71	74	312.070316	227.333333	7	50	24.147917
121.609756	0.048944	206	308.813	60	738.830597	5.898149	333.666667	73	73	297.017356	284.333333	4	60	24.177083
144.463415	0.049339	130	90	30	764.068753	13.5765	322.666667	70.666667	75	311.21752	236	7	60	24.595833
156.325	0.053877	115	226.5765	20	764.068753	25.22023	296.666667	71	73	308.33442	239.666667	7	60	24.595833
119.97561	0.053364	95	214.132	50	738.830597	23.27938	321.666667	69.333333	70	306.864672	249	7	60	24.177083
200.518519	0.078347	10	219.6434	50	764.068753	3.608679	369.333333	70	74	311.224356	213.666667	7	50	24.595833
200.518519	0.044259	6	180	50	764.068753	0.92741	451.666667	68	74	308.83516	213.666667	7	10	24.595833
137.390244	0.04725	79	157.505	60	750.551547	6.001194	316	69	70	307.628599	219.333333	7	60	24.147917
141.853659	0.107835	340	151.9662	60	738.830597	14.39985	308	71.333333	63	301.177086	243	7	10	24.177083
142.210526	0.062343	112	298.2212	50	750.551547	15.31551	316	71.666667	73	301.828219	251	7	50	24.147917
219.75	0.038625	43	157.5105	60	750.551547	8.960715	333	71.666667	74	310.672346	227.666667	7	50	24.147917
175.542857	0.048581	188	234.4053	10	725.184946	12.54366	302.333333	73	73	304.627578	248.333333	7	60	23.264583
151.371429	0.054687	176	74.25643	60	713.035868	22.66649	281.333333	72.333333	74	309.235069	264.333333	7	60	24.483333
152.634146	0.053362	83	270	60	730.857265	5.735699	270.333333	73	76	300.211496	267.333333	7	10	24.566667
167.25	0.045867	63	180	50	730.857265	7.37886	261.333333	73	75	304.58827	248	7	50	24.566667
174	0.019875	42	95.72955	30	800.899057	9.210276	<Null>	<Null>	76	313.034198	<Null>	4	60	25.135417
122.731707	0.155211	74	163.9542	30	800.899057	12.35122	355.333333	64.333333	69	314.03226	242.333333	7	30	24.658333
149.926829	0.057302	79	211.9341	60	729.955562	2.184726	370.666667	67.666667	74	312.7881	237.333333	4	60	24.4625
158.121951	0.022755	66	148.0735	30	800.899057	2.184545	313.333333	69.333333	72	312.328377	224.333333	4	30	24.7
153.121951	0.055095	99	169.1459	60	800.899057	12.09414	342.333333	70	74	310.231421	223.666667	4	10	24.7
153.411765	0.048213	167	226.8855	60	834.968677	9.413748	324.666667	70	74	310.460429	201.333333	7	60	22.889583
147.6	0.049091	112	248.1375	50	827.901542	2.489145	316.333333	69.666667	74	304.562635	212.666667	7	50	23.65
168.730769	0.086278	82	184.4531	60	827.901542	14.56287	336.333333	70.333333	71	313.562282	192	7	10	24.397917
147.097561	0.068545	123	188.8518	60	834.968677	14.68827	342	68	73	312.810318	198	7	60	22.889583
140.365854	0.053832	184	149.4529	60	834.968677	19.65335	316.666667	70.333333	74	312.883805	210.333333	7	60	22.889583
138.365854	0.038546	147	223.7758	30	878.185655	16.24866	303.666667	71	73	310.995349	209.666667	7	60	23.727083
135.902439	0.051645	131	8.850301	50	834.968677	7.466777	321.333333	71	73	314.9124	206.333333	7	50	23.727083
146.74359	0.056893	196	284.9815	60	834.968677	7.13856	309	71	73	312.969255	202	7	60	23.727083
129.146341	0.049806	162	69.95331	60	834.968677	13.28539	325	70	75	312.191656	200.333333	7	60	23.727083
142.170732	0.104465	156	244.2841	60	834.968677	12.61717	339	68	75	312.900895	226.333333	7	10	23.727083
139.780488	0.025481	90	61.84473	60	834.968677	3.92504	330	71	72	312.268561	201.333333	7	10	24.525
152.829268	0.049478	82	11.72978	60	834.968677	11.22155	354	71.666667	74	312.646253	221	7	60	24.525
150.243902	0.087379	79	231.2471	50	827.901542	10.26081	350	71.666667	74	315.884827	220.333333	7	10	24.525
125.317073	0.029909	108	328.0823	60	827.901542	4.362341	313.333333	71.333333	74	311.70117	214	7	60	24.525
145.365854	0.119183	48	331.9008	50	827.901542	7.31984	336.333333	71.333333	73	312.697523	206.666667	7	10	24.525
171.2	0.031318	75	260.8802	50	827.901542	5.831454	<Null>	70	73	311.889161	194	7	60	24.397917
140.756098	0.029188	72	106.2733	50	827.901542	13.01113	310.333333	71.666667	75	316.817946	201	7	50	24.525
66	0.05278	5	211.9153	60	821.693582	2.184279	395.666667	69	73	313.039325	231	7	60	25.047917
<Null>	0.038233	10	128.7623	50	824.459508	1.481069	<Null>	<Null>	72	311.802002	<Null>	7	50	24.525
<Null>	0.04292	5	31.91233	60	824.459508	2.184209	<Null>	<Null>	71	313.471704	<Null>	7	50	24.883333
202	0.033791	10	180	60	824.459508	1.854334	<Null>	70.666667	72	315.300345	193	7	50	24.883333
<Null>	0.046733	8	270	50	824.459508	2.309314	316	71	72	313.218771	184	7	50	24.883333
<Null>	0.071558	15	241.8406	10	824.459508	3.924514	<Null>	<Null>	72	313.1863	<Null>	7	10	24.525
157.170732	0.068873	12	180	50	824.459508	0.92741	<Null>	<Null>	73	314.457803	<Null>	7	50	24.525
124.097561	0.160729	42	328.0926	10	824.459508	4.361856	<Null>	<Null>	73	311.239737	<Null>	7	50	24.6625
151.853659	0.145117	33	128.7636	50	824.459508	1.481027	319.666667	71	73	316.599193	210.333333	7	50	24.525
123.365854	0.0521	20	90	10	821.693582	5.758938	359.666667	66	70	311.740477	226	7	40	24.579167
166.05	0.056135	116	255.0246	50	827.901542	3.584628	317.666667	70.666667	75	313.389672	213.333333	7	50	23.65
159	0.06326	171	231.2534	50	834.968677	5.906607	330.666667	70.666667	74	314.27323	208.333333	7	50	23.65
137.352941	0.099088	144	10.09318	60	827.901542	12.96317	320.666667	70.333333	73	310.853501	209	7	10	23.65
139.090909	0.117382	177	4.191945	10	827.901542	15.42579	298	<Null>	77	305.042867	<Null>	7	10	23.65
162.2	0.128131	148	168.2686	60	827.901542	5.665134	322.333333	71	72	313.948518	215.333333	7	10	23.65
160.117647	0.066906	95	202.5552	30	827.901542	6.003792	333.333333	71	73	306.743332	219	7	50	24.397917
86.1875	0.138184	12	211.9139	50	805.426213	2.184246	349.333333	70.666667	72	314.833785	181.666667	7	50	24.883333
154	0.075783	10	231.2402	50	824.459508	1.48115	<Null>	<Null>	72	317.178547	<Null>	7	50	24.883333
127	0.145153	41	264.2697	50	821.693582	9.209049	275.333333	71	72	314.097202	193.666667	7	50	24.883333
<Null>	0.020191	10	0	60	821.693582	0.92741	374.333333	68.666667	74	313.41018	179.333333	7	30	25.047917
165	0.081269	7	128.7575	50	821.693582	1.481224	<Null>	<Null>	73	315.640438	<Null>	7	50	25.047917
143	0.098591	6	308.7582	50	805.426213	1.481202	<Null>	<Null>	72	315.426812	<Null>	7	50	24.883333
142.8	0.082614	52	299.8285	60	821.693582	9.242275	310	70.666667	73	313.885285	195.333333	7	10	24.883333
163.5	0.047032	172	90	20	834.968677	2.310211	324.333333	71	75	312.738539	199	7	60	22.889583
139.625	0.056028	189	190.8518	40	834.968677	12.09405	320.333333	72	72	312.741957	222.333333	7	60	22.889583
185	0.073666	271	148.072	60	834.968677	20.88016	313.333333	70	71	303.347529	216.666667	7	10	23.65
163.416667	0.05446	387	236.2324	50	834.968677	16.23757	322.333333	70.666667	71	307.922549	232.666667	7	50	22.889583
139	0.058881	134	104.9766	60	827.901542	3.584327	322.333333	71.333333	74	311.169668	208.666667	7	10	23.65
128.658537	0.084728	194	317.8329	50	878.185655	13.50887	321	70.666667	77	306.854418	218.333333	7	50	23.727083
159.097561	0.113499	242	180	60	878.185655	0.92741	305	72	73	310.033176	215	7	10	23.727083
144.731707	0.12196	251	348.2719	50	878.185655	5.665068	314.333333	71	76	309.363244	204	7	50	23.727083
151.390244	0.0754	175	163.9683	60	878.185655	12.35038	337.333333	67	65	304.198616	238.333333	7	10	23.829167
133.85	0.064439	112	185.2682	30	811.117494	23.69782	341.666667	70.666667	71	306.193031	260	7	30	22.075
143.675	0.053837	116	303.7935	60	871.275582	16.2272	350.666667	67.333333	66	300.300364	245.333333	7	60	24.164583
117.55	0.027457	355	65.69361	60	871.275582	19.49123	301	69.333333	70	310.299782	206	7	60	21.25625
155.682927	0.036776	102	138.3842	20	822.707441	8.618598	330.333333	69.666667	72	306.67839	260	7	30	24.391667
157.365854	0.138095	55	274.5968	50	822.707441	11.41936	289.666667	70	74	307.285088	245.666667	7	50	24.854167
150.317073	0.056245	129	197.2725	60	822.707441	15.17557	325	71	73	300.66951	274.666667	7	30	24.391667
146.05	0.066236	30	254.9998	60	<Null>	3.57885	335	70.333333	74	311.003894	271	7	10	24.854167
160.097561	0.107989	59	162.7216	60	837.014066	3.879357	292.333333	69.666667	69	299.459531	351	7	10	24.066667
138.243902	0.092522	178	330.1397	60	822.707441	13.63951	292.666667	71.666667	71	304.948872	302.666667	7	10	24.391667
164.075	0.0514	63	219.6693	50	822.707441	7.19162	226.666667	70	76	310.622785	325	7	50	24.854167
139.585366	0.048897	16	180	60	837.014066	1.854334	327.333333	67	66	303.297968	248.666667	7	10	24.81875
148.853659	0.031907	9	270	50	837.014066	2.307365	360	69.333333	73	307.203056	209.666667	7	50	24.81875
140.219512	0.03893	3	270	60	837.014066	2.307232	326	69.666667	70	311.831055	219.666667	7	50	24.81875
125.804878	0.049705	83	206.4698	60	871.275582	10.25029	321.333333	66	67	312.735121	210	7	50	24.164583
145.325	0.022647	265	57.27986	60	922.407907	6.830939	298	65	68	309.053914	237.666667	7	60	23.739583
150.525	0.030534	375	125.0948	10	922.407907	11.14966	347.333333	66	66	306.886889	236	7	60	23.739583
171.775	0.030258	260	126.3585	60	922.407907	16.71828	309.333333	70.666667	70	307.657652	232.666667	7	60	23.739583
152.268293	0.037197	15	328.1027	60	837.014066	2.183854	308	67.666667	67	310.52708	224	7	50	24.164583
142.707317	0.036211	54	258.6429	50	837.014066	4.699366	330.333333	68	73	306.126379	228.333333	7	50	24.81875
139.609756	0.024592	23	160.4241	10	837.014066	6.857795	341.666667	68.333333	66	310.559551	244.333333	7	10	24.066667
164.268293	0.100541	63	111.8908	60	837.014066	7.421147	309.666667	70	73	305.179588	257.333333	7	50	24.81875
160.170732	0.036948	88	266.9334	50	837.014066	16.83568	264.666667	70	75	304.147346	266.333333	7	50	24.066667
153.707317	0.048813	95	219.6789	50	837.014066	3.610529	268.333333	70	73	304.885638	271.666667	7	60	24.066667
150.292683	0.025479	53	172.1285	50	837.014066	8.366834	308.333333	68	68	308.92232	239.333333	7	50	24.81875
167.634146	0.058463	178	157.4774	60	802.053877	3.009449	277.666667	71.666667	73	306.001622	298.666667	7	50	24.391667
155.682927	0.033652	72	95.73959	20	822.707441	9.194476	331	71.333333	73	308.667677	265	7	60	24.391667
155.243902	0.085423	252	193.329	10	800.645692	19.25706	290.666667	69.333333	67	305.041158	289.666667	7	60	23.5125
149.902439	0.033727	0	0	40	930.603171	0.92741	330.333333	72	72	312.056644	291.666667	7	30	25.339583
160.317073	0.042319	1	111.8164	40	1031.923908	2.494138	312.333333	72	76	308.90523	201	7	40	25.277083
176.585366	0.039042	19	291.8088	60	1006.945752	2.494957	281.666667	70	72	310.549297	189.666667	7	30	25.245833
173.384615	0.036998	20	0	60	1031.923908	0	286.666667	70	77	308.850541	228	7	60	25.172917
159.536585	0.02867	27	308.6769	60	1031.923908	1.483824	263.333333	70.666667	74	309.30172	212	7	60	25.316667
163.707317	0.02818	8	270	50	1006.945752	1.158483	263.333333	72.666667	75	310.306618	204	7	10	25.277083
165.95122	0.085997	14	0	50	1006.945752	0	291	70.333333	75	310.094701	178.666667	7	10	25.245833
156.682927	0.048695	15	0	60	978.070849	0.92741	268	70.333333	77	311.103017	234.666667	4	10	25.379167
175.926829	0.066914	24	0	60	1013.271547	0.92741	260.333333	69	77	313.102558	220	7	10	25.316667
166.439024	0.040999	13	270	60	726.449528	2.312052	319.666667	70.666667	76	307.365412	248.666667	7	30	25.04375
175.073171	0.052496	6	308.7191	40	758.983141	1.48246	329.333333	71	75	308.392527	215.333333	7	60	25.04375
169.439024	0.028231	9	180	60	726.449528	0.92741	330	71	75	311.155996	222.666667	7	10	25.04375
151.243902	0.040155	10	148.0442	60	758.983141	2.18524	341.333333	70	77	310.576641	188	7	30	25.04375
203.341463	0.032158	7	308.7119	50	758.983141	4.440167	312.333333	72	74	313.598171	208	7	50	25.154167
166.536585	0.139875	11	270	40	869.724881	1.157543	288.333333	70	73	314.599651	192	7	40	25.25
163.292683	0.149091	14	68.171	40	869.724881	2.492769	255.333333	70	76	315.80963	200.333333	7	40	25.25
138.97561	0.069661	3	90	40	909.107407	3.469333	335	74.333333	74	313.710966	255.666667	7	30	25.391667
144.170732	0.037975	7	51.3182	40	978.070849	1.483666	327.666667	70.333333	74	310.491191	197	4	30	25.279167
137.804878	0.04401	4	90	40	913.756688	1.158155	286.666667	73	77	311.97803	187.666667	7	40	25.279167
176.552632	0.045356	20	211.9655	60	869.724881	2.185472	310.666667	71	76	311.540523	188.666667	7	10	25.2375
170.04878	0.032559	1	51.29439	60	754.157416	2.96381	351.333333	70.666667	76	312.022464	234.333333	7	30	25.279167
171.609756	0.05123	10	0	60	869.724881	0.92741	288.333333	70.666667	75	315.375542	173.333333	7	10	25.391667
167.625	0.063354	18	22.59377	40	869.724881	3.010999	247.333333	71	75	312.333504	171.333333	7	10	25.25
143.829268	0.023064	83	68.16534	60	758.983141	4.974916	317	68	76	315.331107	197.333333	4	60	25.154167
175.390244	0.021033	1	231.3074	50	909.107407	1.483316	366.666667	73.666667	73	317.334067	242	7	50	25.391667
144.829268	0.052339	11	308.7083	50	786.07049	1.482809	371.666667	73	74	309.585416	190.666667	4	50	24.977083
169.463415	0.015264	10	128.72	60	786.07049	1.482434	390	65.666667	77	307.62689	203	7	10	25.04375
166.439024	0.031292	14	219.7401	40	726.449528	3.613723	319.666667	70.666667	77	307.655943	248.666667	7	30	25.04375
187.731707	0.03273	14	169.8959	60	758.983141	6.565823	343.333333	70.666667	75	309.790497	203.333333	7	10	25.04375
164.097561	0.02023	16	328.0587	60	738.188417	2.184898	285	71.666667	73	309.199179	201.666667	7	10	24.8625
152.170732	0.056686	85	180	60	732.931935	5.547545	340.333333	68.666667	75	305.008687	198	4	10	24.8625
<Null>	0.099214	18	211.9452	50	726.449528	2.184988	<Null>	71.666667	74	305.208641	230.666667	7	50	24.979167
